0	-66.1316	
0.025	-66.1316	
0.075	-66.1316	
0.1	-66.1316	
0.125	-66.1316	
0.15	-66.1316	
0.175	-66.1316	
0.2	-66.1316	
0.225	-66.1316	
0.25	-66.1377	
0.275	-66.1438	
0.3	-66.1499	
0.325	-66.156	
0.35	-66.1621	
0.375	-66.1682	
0.4	-66.1743	
0.425	-66.1804	
0.45	-66.1865	
0.475	-66.1926	
0.5	-66.1926	
0.55	-66.1926	
0.575	-66.1926	
0.6	-66.1926	
0.625	-66.1926	
0.65	-66.1926	
0.675	-66.1926	
0.7	-66.1926	
0.725	-66.1926	
0.75	-66.1926	
0.775	-66.1926	
0.8	-66.1926	
0.825	-66.1926	
0.85	-66.1926	
0.875	-66.1926	
0.9	-66.1926	
0.925	-66.1926	
0.95	-66.1926	
0.975	-66.1926	
1	-66.1926	
1.025	-66.1865	
1.05	-66.1804	
1.075	-66.1743	
1.1	-66.1682	
1.125	-66.1621	
1.15	-66.156	
1.175	-66.1499	
1.2	-66.1438	
1.225	-66.1377	
1.25	-66.1316	
1.275	-66.1255	
1.3	-66.1194	
1.325	-66.1133	
1.35	-66.1072	
1.375	-66.1011	
1.4	-66.095	
1.425	-66.0889	
1.45	-66.0828	
1.475	-66.0767	
1.5	-66.0706	
1.525	-66.0645	
1.55	-66.0583	
1.575	-66.0522	
1.6	-66.0461	
1.625	-66.04	
1.65	-66.0339	
1.675	-66.0278	
1.7	-66.0217	
1.725	-66.0156	
1.75	-66.0095	
1.775	-66.0156	
1.8	-66.0217	
1.825	-66.0278	
1.85	-66.0339	
1.875	-66.04	
1.9	-66.0461	
1.925	-66.0522	
1.95	-66.0583	
1.975	-66.0645	
2	-66.0706	
2.025	-66.0706	
2.05	-66.0706	
2.075	-66.0706	
2.1	-66.0706	
2.125	-66.0706	
2.15	-66.0706	
2.175	-66.0706	
2.2	-66.0706	
2.225	-66.0706	
2.25	-66.0706	
2.275	-66.0706	
2.3	-66.0706	
2.325	-66.0706	
2.35	-66.0706	
2.375	-66.0706	
2.4	-66.0706	
2.425	-66.0706	
2.45	-66.0706	
2.475	-66.0706	
2.5	-66.0767	
2.525	-66.0828	
2.55	-66.0889	
2.575	-66.095	
2.6	-66.1011	
2.625	-66.1072	
2.65	-66.1133	
2.675	-66.1194	
2.7	-66.1255	
2.725	-66.1316	
2.75	-66.1255	
2.775	-66.1194	
2.8	-66.1133	
2.825	-66.1072	
2.85	-66.1011	
2.875	-66.095	
2.9	-66.0889	
2.925	-66.0828	
2.95	-66.0767	
2.975	-66.0706	
3	-66.0645	
3.025	-66.0583	
3.05	-66.0522	
3.075	-66.0461	
3.1	-66.04	
3.125	-66.0339	
3.15	-66.0278	
3.175	-66.0217	
3.2	-66.0156	
3.225	-66.0095	
3.25	-66.0126	
3.275	-66.0156	
3.3	-66.0187	
3.325	-66.0217	
3.35	-66.0248	
3.375	-66.0278	
3.4	-66.0309	
3.425	-66.0339	
3.45	-66.037	
3.475	-66.04	
3.5	-66.0431	
3.525	-66.0461	
3.55	-66.0492	
3.575	-66.0522	
3.6	-66.0553	
3.625	-66.0583	
3.65	-66.0614	
3.675	-66.0645	
3.7	-66.0675	
3.725	-66.0706	
3.75	-66.0706	
3.775	-66.0706	
3.8	-66.0706	
3.825	-66.0706	
3.85	-66.0706	
3.875	-66.0706	
3.9	-66.0706	
3.925	-66.0706	
3.95	-66.0706	
3.975	-66.0706	
4	-66.0767	
4.025	-66.0828	
4.05	-66.0889	
4.075	-66.095	
4.1	-66.1011	
4.125	-66.1072	
4.15	-66.1133	
4.175	-66.1194	
4.2	-66.1255	
4.225	-66.1316	
4.25	-66.1255	
4.275	-66.1194	
4.3	-66.1133	
4.325	-66.1072	
4.35	-66.1011	
4.375	-66.095	
4.4	-66.0889	
4.425	-66.0828	
4.45	-66.0767	
4.475	-66.0706	
4.5	-66.0706	
4.525	-66.0706	
4.55	-66.0706	
4.575	-66.0706	
4.6	-66.0706	
4.625	-66.0706	
4.65	-66.0706	
4.675	-66.0706	
4.7	-66.0706	
4.725	-66.0706	
4.75	-66.0706	
4.775	-66.0706	
4.8	-66.0706	
4.825	-66.0706	
4.85	-66.0706	
4.875	-66.0706	
4.9	-66.0706	
4.925	-66.0706	
4.95	-66.0706	
4.975	-66.0706	
5	-66.0675	
5.025	-66.0645	
5.05	-66.0614	
5.075	-66.0583	
5.1	-66.0553	
5.125	-66.0522	
5.15	-66.0492	
5.175	-66.0461	
5.2	-66.0431	
5.225	-66.04	
5.25	-66.04	
5.275	-66.04	
5.3	-66.04	
5.325	-66.04	
5.35	-66.04	
5.375	-66.04	
5.4	-66.04	
5.425	-66.04	
5.45	-66.04	
5.475	-66.04	
5.5	-66.04	
5.525	-66.04	
5.55	-66.04	
5.575	-66.04	
5.6	-66.04	
5.625	-66.04	
5.65	-66.04	
5.675	-66.04	
5.7	-66.04	
5.725	-66.04	
5.75	-66.037	
5.775	-66.0339	
5.8	-66.0309	
5.825	-66.0278	
5.85	-66.0248	
5.875	-66.0217	
5.9	-66.0187	
5.925	-66.0156	
5.95	-66.0126	
5.975	-66.0095	
6	-66.0034	
6.025	-65.9973	
6.05	-65.9912	
6.075	-65.9851	
6.1	-65.979	
6.125	-65.9729	
6.15	-65.9668	
6.175	-65.9607	
6.2	-65.9546	
6.225	-65.9485	
6.25	-65.9546	
6.275	-65.9607	
6.3	-65.9668	
6.325	-65.9729	
6.35	-65.979	
6.375	-65.9851	
6.4	-65.9912	
6.425	-65.9973	
6.45	-66.0034	
6.475	-66.0095	
6.5	-66.0034	
6.525	-65.9973	
6.55	-65.9912	
6.575	-65.9851	
6.6	-65.979	
6.625	-65.9729	
6.65	-65.9668	
6.675	-65.9607	
6.7	-65.9546	
6.725	-65.9485	
6.75	-65.9546	
6.775	-65.9607	
6.8	-65.9668	
6.825	-65.9729	
6.85	-65.979	
6.875	-65.9851	
6.9	-65.9912	
6.925	-65.9973	
6.95	-66.0034	
